Gender,Most Comfortable Language,Location of Secondary School,Science Stream,Type of Qualification Completed,Grades Obtained in Qualification,Frequency of Working with Classmates,Academic Year and Trimester,Year of Birth,English Proficiency,Interest in Studying Computer,Average Studying Hours per Week,CGPA,PROGRAMMING AND PROBLEM SOLVING,SOFTWARE AND REQUIREMENTS,TCP/IP NETWORK FUNDAMENTALS,PROBABILITY AND STATISTICS FOR COMPUTING,OBJECT-ORIENTED APPLICATION DEVELOPMENT,DATABASE SYSTEM FUNDAMENTALS,WEB APPLICATION DEVELOPMENT,SOFTWARE DESIGN,SOFTWARE TESTING,COMPUTER ETHICS AND PROFESSIONAL RESPONSIBILITY,INTRODUCTION TO COMPUTER ORGANISATION AND ARCHITECTURE,HUMAN COMPUTER INTERACTION DESIGN,OPERATING SYSTEMS,PROBLEM SOLVING WITH DATA STRUCTURES AND ALGORITHMS,SOFTWARE PROJECT MANAGEMENT,SOFTWARE CONSTRUCTION AND CONFIGURATION,WIRELESS APPLICATION DEVELOPMENT,ADVANCED WEB APPLICATION DEVELOPMENT,SOFTWARE QUALITY ASSURANCE,SOFTWARE ENTREPRENEURSHIP,PROJECT,MULTIMEDIA TECHNOLOGY,ARTIFICIAL INTELLIGENCE,TEAM PROJECT,PROGRAMMING WITH GAME ENGINES,ADVANCED DATABASE SYSTEMS,CLOUD COMPUTING,DIGITAL IMAGE PROCESSING,FUNDAMENTALS OF CYBERSECURITY,PARALLEL PROCESSING,DATA MINING,TCP/IP NETWORK ROUTING,SERVER CONFIGURATION AND MANAGEMENT,TCP/IP NETWORK APPLICATION DEVELOPMENT,NETWORK SECURITY MANAGEMENT
Male,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Sometimes,Year 3 Trimester 1,2002,3,4,15,3.6414,A,B,A-,B+,A,B-,A,A+,B,A+,A,A+,A+,A-,A,A+,A+,B,A+,A+,B+,B-,A-,B+,B,A+,B-,A+,A+,A-,A,A-,A,A-,A+
Male,Chinese,Perak,Yes,Foundation in Art,Mostly A's,Often,Year 3 Trimester 3,2001,5,4,21,3.1739,B+,B,B-,B,B,A-,B,B+,A-,B,A+,B,A-,A+,B+,B-,C,B,B,B,B+,B+,B,A-,B+,B,A-,B,A-,B-,A+,B-,B,C,B
Male,Chinese,Selangor,Yes,Foundation in Science,Mostly B's,Very Often,Year 2 Trimester 3,2003,3,4,9,3.002,B,B,B+,B+,B,B+,B-,C,B+,B,B,B+,B,B,C+,C+,B+,B+,B+,B+,C+,B-,B,C+,A-,A-,B+,B+,B,B-,B-,A-,B,A-,B+
Male,English,Negeri Sembilan,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 3 Trimester 2,2003,4,4,12,3.8035,B,A-,A,A,A+,A-,A+,A+,A,A,A,A,A,A,A+,B+,B,A+,A,A,A,A+,B-,A,A+,B+,A+,A+,A+,A-,A+,A+,A,B,B+
Female,Chinese,Kedah,Yes,UEC (Unified Examination Certificate),Mostly B's,Never,Year 1 Trimester 2,2002,3,3,5,3.8803,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A+,A-,A+,A,B+,A+,A+,A,A+,A,A-,A+,B+,A+,A-,A+,B+,B+,A+,B+,A-
Male,Chinese,Sarawak,Yes,Foundation in Art,Mostly A's,Very Often,Year 2 Trimester 2,2003,4,4,11,3.8782,A+,A+,A+,A,A+,A-,A+,A-,A+,A+,A+,A+,A-,A,A,A+,A-,A+,A-,A+,A+,B+,A+,A-,A+,A+,A-,A+,A,A,B,A-,A,A-,A+
Male,Chinese,Sarawak,Yes,Foundation in Art,Mostly B's,Sometimes,Year 3 Trimester 2,2004,3,3,4,2.9962,B+,B,B+,B-,C,B,B+,B+,B+,B,B+,B,A-,B,B,B+,C+,C+,B,A-,C+,B+,B,B,B+,B-,B,B+,B+,A-,A-,B-,B,B,C
Male,Chinese,Kelantan,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 3 Trimester 1,2002,3,4,13,3.3909,A-,A,B+,A-,A+,B,A-,B-,B,B,C,B-,B-,B,B+,A+,A-,A-,A,A,A-,C+,B+,B,B+,B,A,B+,A+,B+,B+,A-,A-,B,A
Male,Chinese,Negeri Sembilan,Yes,Foundation in Science,Mostly B's,Sometimes,Year 2 Trimester 1,2000,3,4,8,3.4419,A-,A+,B+,B+,B,B,A,A+,A,A,C,B-,A-,B-,A+,A,B,B,A+,A+,A+,B+,B,B-,B,B,A-,A+,B+,B,A+,B+,B-,B-,A
Male,Chinese,Kuala Lumpur,Yes,Foundation in Science,Mostly B's,Sometimes,Year 3 Trimester 1,2003,3,4,12,3.1199,B,A,A-,A-,B,C,B-,B-,A-,A-,C,C+,C+,C+,B+,B+,B,A+,A,A-,B,A+,B,B-,C,B,B+,A-,A+,B,A-,C+,A,C+,B
Male,Chinese,Sarawak,Yes,Foundation in Art,Mostly A's,Very Often,Year 3 Trimester 2,2004,4,5,19,1.8829,B,B,B,B-,C,B-,F,F,F,C,F,F,F,F,C,B+,F,C+,C,B+,C,C+,C,C+,B,B-,B+,C,B,B,B-,F,C+,B-,C+
Male,Chinese,Sabah,Yes,Foundation in Science,Mostly A's,Very Often,Year 2 Trimester 3,2003,3,3,14,2.9804,B+,A-,B+,A-,A-,A-,C,C+,C+,B,A-,A-,B-,B,F,B+,C,A+,B+,B,C+,B-,C,B-,B-,A+,B,A-,B-,A-,B-,B,B+,A-,A
Male,Chinese,Kuala Lumpur,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 3 Trimester 2,2002,3,3,9,2.6238,C,B,B-,B+,B-,F,B-,B+,B+,A-,F,A-,B-,C+,B-,C+,B,B,C+,B+,A,B,C+,B+,B-,A-,C+,C+,C+,B,F,C,F,B-,B
Male,English,Selangor,Yes,Foundation in Art,Mostly B's,Very Often,Year 3 Trimester 1,2003,4,5,9,3.1365,B,C,B-,B-,B,C,A-,B,A,A,B-,A+,A-,A+,B,B,B+,C+,C+,F,B+,C+,A+,A+,A-,B+,B,B,B,B,B+,A+,A,A-,B+
Female,Chinese,Pahang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 2 Trimester 3,2002,3,4,14,3.0454,B-,B+,B+,B-,B+,B+,B+,B-,B+,A+,B-,C,B+,B-,A+,A,B+,B,C+,B-,C,B-,A-,B,A,B+,B+,A-,B,B-,B,B,B,B+,B
Female,Chinese,Negeri Sembilan,Yes,Foundation in Art,Mostly A's,Sometimes,Year 3 Trimester 1,2003,4,4,32,3.6098,A,A-,A+,A+,A,A-,B+,B,A,A,B,B+,B-,B+,B+,A-,A-,A,C+,B,A,A-,A-,B+,A,A,A+,A-,B,B+,A+,A+,A-,B+,A-
Male,English,Malacca,Yes,Foundation in Science,Mostly B's,Never,Year 2 Trimester 1,2001,4,4,-2,3.8777,A+,A,A+,A-,A,B+,A,A-,A,A,A+,A,A,A,C+,A,A,A,A-,A,A,A,A,A+,A-,B+,A+,A+,A,A+,A+,A+,A,A+,A-
Female,English,Pahang,Yes,Foundation in Science,Mostly B's,Often,Year 3 Trimester 1,2001,3,3,4,3.7668,B,A,A,B,A+,A-,A,A-,A,A,A+,A,A,A,A,A,A+,A+,A+,A-,A+,A,B,B,A+,B,A,A,A-,A+,A+,A,A-,B,B
Male,English,Sarawak,No,Foundation in Science,Mostly B's,Sometimes,Year 3 Trimester 3,2003,4,3,5,2.361,C,C+,B,F,C+,B+,C+,C+,C,C,B-,B+,B-,B+,C,C,C,C+,C,C+,B-,B-,C+,B,F,B+,C,C+,B-,C+,C+,C+,A,C,C
Male,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Very Often,Year 3 Trimester 3,2003,4,4,5,3.4326,B+,A+,C,A-,B+,B,B,B,B+,B-,A-,A,A+,A,A+,B+,A,A-,A+,B,B,A+,A+,B+,A,A+,B,B,B+,B,A-,B+,A,B+,B+
Male,Chinese,Sabah,Yes,Foundation in Science,Mostly B's,Often,Year 2 Trimester 3,2002,3,3,9,3.1634,B-,A-,A,A,B,B,A-,B-,B+,B,A+,A,A,B-,B,B,B+,B-,A+,B,B-,F,B+,A-,B-,B,A+,A+,A-,B-,B-,A+,B,A,C
Male,Chinese,Selangor,Yes,Foundation in Science,Mostly A's,Sometimes,Year 2 Trimester 2,2004,4,4,3,3.1191,A+,A-,B+,B+,B-,B+,B,B,B,B,C+,B,B-,B,B,B,B-,B+,B-,A+,B+,B,B,B+,B+,B,B+,B+,A+,C,B,B+,B-,C,A
Female,Chinese,Kelantan,No,Foundation in Science,Mostly B's,Sometimes,Year 3 Trimester 3,2002,4,4,0,3.0246,B-,B-,C+,B+,B-,C,B+,B+,A-,B+,B+,A-,B+,B+,B+,C+,A,C+,C,B,B,B+,B+,B+,B,C+,A+,B+,C+,A-,A-,C+,B+,B-,C+
Male,English,Johor,Yes,Foundation in Art,Mostly A's,Sometimes,Year 2 Trimester 2,2001,4,4,18,3.7303,A-,B,A,A-,A,A,A,A+,A+,A,A,A,A,A,A-,A,A-,A-,B-,B,A,A-,A-,A+,A-,A+,A-,A-,A-,B,B+,B+,A+,A,B
Male,English,Kuala Lumpur,Yes,Foundation in Science,Mostly A's,Sometimes,Year 3 Trimester 1,2003,4,4,9,3.6756,A+,B,A,B+,A-,A+,A-,A-,A+,B,A-,A+,A-,A+,A,A-,A+,A+,B+,B,A,B+,A,A,A+,A,A+,B,C+,B-,A,A+,A,B,A-
Male,Chinese,Negeri Sembilan,Yes,Foundation in Science,Mostly A's,Sometimes,Year 2 Trimester 1,2002,3,3,13,3.7717,A+,B+,B+,A-,A+,B,A,A,A,A,A+,B,A,A,A,A+,A-,B+,B+,A,A,B,A+,A+,A,A+,A+,A+,A+,A,A-,B+,A+,B+,B+
Male,English,Johor,Yes,Foundation in Science,Mostly A's,Often,Year 2 Trimester 2,2001,3,4,5,3.5643,B,A,A-,A-,A,F,A+,A,A,B,A+,A,A,A+,A,B,B,A+,B,B+,A+,A,A+,B,A+,B+,A-,A+,A,A,B,B-,C+,A-,A+
Male,Chinese,Penang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Often,Year 3 Trimester 1,2001,4,4,7,3.5556,A+,B,A-,B+,B,B+,A-,B,A+,A,B,A-,A,A+,B+,B-,C+,B+,A,A+,A,B,C+,A,A-,A,A+,B,A-,A+,A,A-,A,B,A+
Male,Chinese,Selangor,Yes,Foundation in Art,Mostly A's,Very Often,Year 3 Trimester 1,2003,3,4,9,3.1227,B+,B+,B-,B,B-,A-,B-,B+,C,A+,B-,B-,B,A+,B+,B,A-,B+,A+,A-,B,B+,A,C+,B-,C+,B-,B-,B-,B,B,B+,B+,A-,A
Male,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Sometimes,Year 3 Trimester 2,2001,4,5,5,3.6579,A,A+,A-,A-,B,A-,B,A,A,A+,A-,A,A,A+,A+,A,B,B,A+,A,B+,A+,A+,C+,A+,B,A,B+,A+,B+,A,A,B+,A,A-
Male,English,Perak,Yes,Foundation in Art,Mostly B's,Often,Year 3 Trimester 2,2003,4,4,10,3.3677,B-,A,B,B,B,B,B,B,B+,A+,A,A,A-,A-,A,A-,B+,B,B,A,B+,B,A-,A+,A+,A,C+,B+,B+,B-,B-,A-,A-,B,A-
Female,English,Pahang,Yes,Foundation in Science,Mostly B's,Sometimes,Year 3 Trimester 2,2002,4,4,7,2.7236,B+,C,F,B+,B,C,B+,B,B,A,C,B-,B-,B-,B,B,B,B,F,B,B-,C+,B,A+,A-,B,C,A,B,B,B,C+,B+,F,B+
Female,English,Negeri Sembilan,Yes,Foundation in Art,Mostly A's,Sometimes,Alumni,2003,4,3,10,3.6895,A+,A,B,B+,A,B+,A,A-,A,B,A-,A,A+,A,B+,B-,B-,A+,A,B-,A,A,B+,A-,A+,A+,A,A,B+,A,A,A+,B+,B,A+
Male,English,Kelantan,No,Foundation in Art,Mostly B's,Sometimes,Year 2 Trimester 3,2002,4,3,4,3.2507,B-,B,B+,B+,A+,B+,B+,B-,B,B+,B+,B+,B+,B,B,A,B,A-,C+,B-,B-,C+,A+,A-,A,A,B,A-,A+,A-,A+,B+,B,B,B
Female,English,Sarawak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Never,Year 3 Trimester 2,2004,4,4,1,3.4677,A,B,A+,B,B,B,B+,A-,B-,A,A,A,A,A-,B-,A-,B,A,A+,B,A-,B+,B+,A-,B+,B,A+,A+,C+,A-,B,A-,B,B+,A
Female,Chinese,Kuala Lumpur,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Often,Year 3 Trimester 2,2003,3,3,3,3.8271,A+,A+,A+,A,A+,A-,A,A,A,A,A-,A-,A,A+,A,B-,B,B-,A+,A+,A-,A+,A+,A+,A+,A+,A,A+,A-,A-,A+,A+,A+,A,A
Male,English,Selangor,Yes,Foundation in Science,Mostly A's,Very Often,Year 2 Trimester 1,2004,4,5,9,3.8723,A+,A-,A+,B,A+,B-,A,A+,A,A+,A+,A,A,A,A+,A,A+,A+,A+,A+,A,A-,A,A+,A-,A-,A+,A,A-,A,A,B+,A+,A+,A-
Male,English,Negeri Sembilan,Yes,Foundation in Science,Mostly B's,Often,Year 3 Trimester 3,2002,5,4,10,2.7749,C,B+,B-,B,B-,B-,B-,B+,C,B,B-,B+,C,C+,B,B-,B,C,B,A,B,B+,C,B-,C+,B+,B-,B,C+,C,B,B+,C+,A-,B
Female,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Often,Year 1 Trimester 2,2004,4,4,-4,3.1824,B,C,A+,B,B-,B-,B-,B-,B+,B,A+,A,A+,A,B-,C+,A+,A,C,C+,B+,B-,A+,B+,A,B,A+,B,B,A-,C,B-,B+,A,B
Male,English,Selangor,Yes,Foundation in Art,Mostly A's,Sometimes,Year 2 Trimester 3,2003,4,4,9,3.3022,B+,B-,B,B+,B+,A-,A-,B,A-,A+,B,A,B+,B-,B+,B,B,B+,B,B-,B,A+,B+,B-,A,A,A+,A-,A,B-,B+,A-,B-,B-,B+
Female,English,Perak,Yes,Foundation in Science,Mostly A's,Often,Year 3 Trimester 1,2003,4,4,16,3.5812,B+,B,A+,B,A+,A-,A,A,A-,A,A,A,A,A,A-,B+,B+,A,C+,B-,B+,A-,B+,B+,B-,A,A-,A+,A-,A+,B,B+,A+,A-,A-
Male,English,Perak,Yes,Foundation in Science,Mostly C's,Sometimes,Year 3 Trimester 3,2001,4,5,3,2.9746,B-,B,B+,B-,B+,B,B-,B+,B+,B,B-,A-,B-,B+,B+,B-,B-,B-,B,B,A-,B-,C+,B+,B,B,C+,C,C,B-,B,B,B+,A,C+
Male,English,Sarawak,Yes,Foundation in Art,Mostly A's,Sometimes,Year 2 Trimester 2,2004,5,5,13,3.9176,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A-,A+,B+,B-,A,A+,A,A+,A,A,A-,A,A+,A,A+,A+,A+,A-,A+,A+
Male,Chinese,Selangor,Yes,Foundation in Science,Mostly B's,Sometimes,Year 2 Trimester 3,2003,4,4,0,3.325,A+,A-,B+,B-,B,B+,B+,B-,B+,A-,C,A+,B+,B+,B-,A+,A+,A-,B,A,B,B+,A+,B+,B,A-,A+,B-,B-,A,A+,A-,B,B,B-
Male,Chinese,Kedah,No,UEC (Unified Examination Certificate),Mostly B's,Never,Year 3 Trimester 1,2002,3,4,2,3.5387,A-,A+,A,A,B,B,B,A-,A,A-,A,A,A,A-,A+,B+,A+,B-,A,A,B,A,B+,B-,B+,A+,B+,A,B,B+,A-,B+,A,B,A-
Female,English,Sarawak,Yes,Foundation in Science,Mostly B's,Sometimes,Year 3 Trimester 2,2002,5,4,20,3.4902,B,B-,A-,B,B,B+,A,A,A,B,A,A+,A,A,B,A,B+,C+,C+,A+,A+,B-,B-,A,B-,A-,A+,A+,B-,A+,B+,A-,B+,A,A+
Male,Chinese,Negeri Sembilan,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Very Often,Year 2 Trimester 1,2001,3,4,16,3.7126,A-,A,A,A,A+,B,A-,A+,A,B,A-,B+,A+,B,B,B,A-,A,B-,A+,A+,A,A,A,B+,A,B,A+,B+,A,A,A,A+,A-,A
Male,English,Kedah,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 3 Trimester 1,2001,4,4,8,3.6733,A-,A-,A+,B,A+,B,A-,A-,A-,A-,A-,A+,A,B+,C+,A+,A,A,B,A-,A+,A-,A+,A,A,B-,A-,A+,A,A-,A+,B+,A,A,B-
Male,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 2 Trimester 2,2003,4,4,8,3.5932,A-,A-,A-,A+,A,B,A+,B,A-,A-,A,A,A+,A,C+,B+,A,A,A+,A-,A-,B+,B+,A-,A,B,B+,B+,A-,B-,A+,A,B-,B+,A-
Male,English,Sarawak,Yes,Foundation in Science,Mostly B's,Never,Year 1 Trimester 3,2003,3,4,7,3.525,B,A-,A+,A-,A+,A+,B,A-,A,A+,B,A,A+,A-,A,A+,A-,A-,B,A-,B,B,A-,B+,A-,B-,A,C+,B-,A+,A+,B+,A,A-,B+
Female,Chinese,Sabah,No,Foundation in Science,Mostly A's,Often,Year 2 Trimester 3,2002,5,4,13,3.3332,B,B+,B-,B+,B-,B+,B,A-,A-,A+,A+,A,A+,A+,B+,A+,B,B,A-,A-,B+,A+,A+,A-,C+,A+,B,C,C+,A+,A+,A-,C+,C+,B-
Male,English,Johor,No,Foundation in Art,Mostly A's,Never,Year 3 Trimester 3,2001,3,5,5,2.4642,C+,B,B-,B-,C+,C,B-,B+,A-,B,F,B+,C,F,B+,C+,B-,C,B,B,B,A-,F,B,C,C,C,B+,B+,F,C,A-,C+,B-,C+
Male,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Very Often,Year 2 Trimester 2,2002,2,3,5,3.5009,B+,A+,C,A,A+,A-,B+,B,A+,A+,A,A-,A+,A+,B+,A-,A-,B,A-,B+,B+,A+,B,B-,A+,A+,B+,B+,B,B+,C+,A-,B+,A,A
Male,Chinese,Selangor,Yes,Foundation in Science,Mostly A's,Very Often,Alumni,2004,4,4,4,3.9149,A,A,A,A,A,A+,A,A,A,A,A,A,A,A,A,A-,A,A+,A+,A+,A+,A-,A,B-,A+,A,A+,A,A,A-,A,A,A+,A-,B+
Male,Chinese,Pahang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly C's,Never,Year 2 Trimester 3,2002,4,4,-2,3.3767,B,A-,B-,B,B+,C,A,A-,A+,A,A,A,A,A,A+,A,B,B,A-,A,B,A-,B+,B-,B-,B,B-,A,B,B,B+,A-,B,B,A-
Male,Chinese,Sabah,Yes,Foundation in Science,Mostly B's,Sometimes,Year 2 Trimester 1,2003,4,5,14,3.7841,A+,A-,A-,A,A,A,A+,A-,A+,A,A,A,A,A+,A,A,A,A+,A-,A,B-,A+,A,A,B,A+,A,A+,B+,A-,A,B+,A+,A-,A+
Male,Chinese,Selangor,No,Foundation in Science,Mostly B's,Very Often,Year 2 Trimester 3,2002,3,4,10,3.2964,A+,B+,B-,B,C+,C+,A+,A-,A,A-,B,A+,A,A,A+,A,B-,B-,B+,B-,B,A,C+,A-,A+,C+,A+,A+,B+,A+,A+,C,C,B,B-
Male,Chinese,Malacca,Yes,Foundation in Science,Mostly A's,Often,Year 1 Trimester 3,2001,3,4,9,3.8977,A,A,A,A,A,B+,A,A,A,A,A+,A+,A,A+,B-,A-,A-,A+,A,A+,A+,A,A,A+,A,A-,A+,A,A,A,A,A+,A,A+,B
Female,Chinese,Pahang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Very Often,Year 2 Trimester 3,2001,4,4,0,2.9719,B+,C+,B+,A-,B+,C,B-,B-,B,C,B-,A-,A-,B,B-,B+,C+,A-,C+,F,A-,C,A-,C+,C,B,B,B+,B+,B+,A-,A-,A-,B+,B-
Male,Chinese,Sabah,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 2 Trimester 2,2003,4,4,11,3.6185,B,A,A+,A,B,B+,A-,B,A-,B+,A,A,A,A,B,B,B-,A+,A,A,A+,B,B,A+,A,A-,A-,A,B+,B+,A+,A,A+,A-,B
Female,English,Pahang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Never,Year 3 Trimester 2,2005,5,3,15,3.8466,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A+,A-,B+,B,A-,A-,A+,A,A+,B+,A,A,A-,A+,A,B-,A,A,A-,A,A-
Female,Chinese,Pahang,Yes,Foundation in Science,Mostly B's,Often,Year 2 Trimester 3,2002,4,4,-1,3.2337,A-,B,C+,B,B,B,B,B,A-,A+,B+,B,B,A+,A-,A,B-,C,C+,A,B,B,A,A,B,B+,B+,B+,C+,A,A+,A+,A-,B-,B-
Male,Chinese,Selangor,Yes,UEC (Unified Examination Certificate),Mostly B's,Sometimes,Year 3 Trimester 1,2002,4,4,6,2.3379,C+,C+,C+,C,B-,C,C+,F,C,B+,B-,B+,B,B+,C,F,B-,C+,F,C,C+,C,B,B,B-,C+,C+,C+,B-,C+,B,B,C+,B+,B+
Male,English,Kuala Lumpur,Yes,Diploma,Mostly B's,Often,Year 3 Trimester 2,2003,5,5,6,3.1162,B,A+,B-,B+,B,C,B,B,B,A,C,B+,B,B+,B,A-,B+,A-,A-,C+,B+,B-,B+,B+,B+,B,C+,A+,B-,B,C+,A-,B+,B+,B-
Male,Chinese,Penang,Yes,UEC (Unified Examination Certificate),Mostly B's,Often,Year 2 Trimester 3,2003,3,5,6,3.4158,A,A-,B+,A+,A,C,B-,B+,B,A,B-,A-,B,B+,A,A,B+,B-,A-,B+,B+,B,A,B-,A,A,B,C+,A-,A,A,A,B+,B,A
Female,Chinese,Perak,Yes,Foundation in Art,Mostly A's,Often,Year 2 Trimester 2,2002,3,5,-3,3.5647,A,A-,A+,B-,B+,A-,B,A+,A,A-,B+,A,A,A,B,A+,B-,A-,A-,A,B,A-,A+,B+,B,A+,A-,B+,A-,A-,A,B+,A+,A+,B-
Male,Chinese,Sabah,Yes,Foundation in Science,Mostly B's,Often,Year 3 Trimester 3,2001,4,4,-1,2.8291,B-,A-,C+,B+,B+,B+,B-,C+,C+,A-,C,C,C+,C+,A,A,A-,B-,B,B,B-,A,C,A-,B+,B-,C+,C+,B-,B-,C,B,C+,C+,B
Male,Chinese,Pahang,Yes,Diploma,Mostly B's,Very Often,Year 2 Trimester 2,2003,4,4,12,3.8208,A+,B,A+,A-,A,A,A,A+,A,A-,A,A,A,A,A,A+,A+,A+,B+,B,A,B,A+,A+,A,B+,A-,A-,A-,A+,A,A+,A,B,A
Male,Chinese,Sarawak,No,Foundation in Art,Mostly B's,Sometimes,Year 2 Trimester 2,2003,4,5,0,3.4875,B,A-,A+,B,B+,B,A-,B+,B+,A-,A,A-,A,A+,A-,C+,B+,B+,A,A+,A-,A-,B,B+,A-,A,B,A-,B,A-,A,B,A+,B+,B-
Female,English,Selangor,Yes,UEC (Unified Examination Certificate),Mostly B's,Sometimes,Year 2 Trimester 2,2004,3,4,5,3.1939,C,C,A-,A+,A+,B,B+,B+,A-,A-,A,A,A+,B,B,A-,B,B+,A,B+,A,C,A+,B-,C,A-,A,A+,C,A,F,F,A-,A-,C+
Male,English,Perak,Yes,Foundation in Science,Mostly A's,Often,Year 2 Trimester 1,2001,5,5,9,3.3907,A,A-,B-,B+,B,C,A+,B,A-,A,A+,A,A+,B,A,A,A,C,B+,A,A-,A,A,B-,A,B-,C,A,B+,C+,B,A,B-,C+,A+
Male,Chinese,Selangor,Yes,UEC (Unified Examination Certificate),Mostly B's,Sometimes,Year 3 Trimester 3,2000,4,4,2,2.6506,B-,B+,B-,B,C+,B,C,B-,B-,B-,B-,C+,B,B-,F,B,B+,B-,A+,C,B-,B,B-,B,F,C+,A-,B,B-,A-,B,C+,B,B-,B-
Female,English,Perak,Yes,Foundation in Science,Mostly B's,Never,Year 2 Trimester 3,2001,4,5,7,3.2649,B+,B,B+,C,B+,C,A-,A-,A+,B,B-,A,B,A-,A-,B,B,B,B,C+,B+,A,B,B+,B,B,A-,A-,B+,B-,A-,A,B+,B,A+
Male,Chinese,Selangor,Yes,Foundation in Science,Mostly B's,Often,Year 3 Trimester 2,2003,3,4,4,2.7613,B-,B+,B,A-,C,C,C,B+,B-,B-,A-,B+,B+,B,C+,A+,B-,C+,A,A,B-,A,C,C,C,A-,B,B,C,C,B-,F,B-,B,B-
Male,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 2 Trimester 3,2001,4,5,-1,3.519,A,B,B,A-,B,B-,A+,B,A-,A+,A-,A+,A,A,B+,B,B-,B,A+,A,A+,B-,B-,A+,B+,A+,B-,A+,A,A,B,A,A,A,C+
Male,Chinese,Perak,No,Foundation in Art,Mostly B's,Often,Year 3 Trimester 1,2004,4,5,-5,2.7663,F,A+,F,B+,F,C,A-,A-,B+,A,B+,A+,A+,B+,A+,A+,B-,F,A,A+,A,B+,C+,C+,A-,B-,B-,B-,C+,F,F,B,B,A-,B+
Male,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 3 Trimester 2,2002,4,5,8,2.3018,B+,B-,C+,C,F,C+,B-,B+,B,A+,C+,B-,B-,C+,B,A,B-,B,B+,C+,F,A+,F,B-,F,B-,B-,B-,C+,F,C+,B-,B+,B+,C
Male,Chinese,Pahang,Yes,Foundation in Science,Mostly A's,Very Often,Year 1 Trimester 2,2002,5,4,4,3.8377,A+,A-,A+,A+,A,C,A,A+,A,A+,A,A,A+,A+,B+,A-,A+,A+,A,A+,A,A+,A+,A-,A,A+,C,A+,A+,A+,A+,A,B+,A+,A
Female,English,Negeri Sembilan,Yes,Foundation in Science,Mostly B's,Never,Year 2 Trimester 3,2002,4,5,11,3.8295,A+,A,A,A+,A,A-,A,A,A,A,A,A,A,A,B,A,A,A,A-,A+,A-,A+,A,A,A-,A,A,B+,B+,A-,A+,A,A,B+,B-
Male,Chinese,Sarawak,Yes,Foundation in Science,Mostly B's,Sometimes,Year 1 Trimester 3,2002,3,4,7,2.6097,C,B-,C+,B+,B-,C+,C,C,B+,B,C,B-,B-,B-,B,B-,B,C+,B,B,B-,B-,C+,C,C+,B-,C+,C+,C,B,B-,B+,C+,A,C+
Female,English,Malacca,Yes,Foundation in Science,Mostly A's,Often,Year 3 Trimester 2,2001,4,4,4,3.4389,A-,A+,A+,A+,B+,A-,B,B+,B,A+,C,A-,B,B-,A+,A+,A+,A+,A,A+,A+,A+,B-,C+,A-,B,B-,B+,A,B-,B,C+,B,A+,B+
Male,English,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 2 Trimester 1,2004,4,5,-4,3.5844,A-,A-,A+,A+,A+,A-,B+,B+,B,A,B,A-,B,B-,A+,A-,A,A+,A-,A,B,A,A-,B+,A,A-,B+,B+,A,A+,B,B+,A,A-,A+
Female,English,Negeri Sembilan,Yes,Foundation in Science,Mostly A's,Often,Year 2 Trimester 3,2002,4,3,18,3.7695,A,B,A,A-,A,A-,A,A,A+,A,A,A,A,A,A+,B,A,A,A-,C,A+,A+,A+,A-,A-,B,A,A,A,A,B+,B+,A,A,B
